CountryName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Low income,0.769389987,0.776260018,0.783819973,0.794740021,0.792100012,0.817399979,0.831040025,0.841099977,0.852370024,0.863650024,0.87435,0.88287,0.88941,0.89534,0.89771,0.90703,0.91044,0.91126,0.91197
Liechtenstein,,,,0.92403,0.92619,0.8892,0.93542,0.92409,0.90633,0.92123,0.88459,0.89291,0.91258,,0.87104,0.85031,0.84751,,
Sri Lanka,,,,,,,,,,,0.99738,0.99589,1.01833,1.01747,,,1.01146,1.02472,
Lower middle income,0.864899993,0.871990025,0.880869985,0.922789991,0.92197001,0.927150011,0.933449984,0.940320015,0.954620004,0.966709971,0.97067,0.97431,0.9803,1.00789,1.00939,1.01135,1.02213,1.01928,1.01816
Low & middle income,0.907630026,0.911499977,0.914950013,0.93513,0.936469972,0.942080021,0.946780026,0.951820016,0.959869981,0.967819989,0.96716,0.97007,0.97437,0.9908,0.9931,0.99365,1.00052,0.99813,0.99745
Lesotho,1.0607,1.04079,1.0395,1.03954,1.03165,1.03302,1.03238,1.03822,1.04358,1.05948,1.04917,1.04482,1.05025,1.04997,1.05064,1.0456,1.04344,1.04505,
Late-demographic dividend,0.978269994,0.980340004,0.980889976,0.983659983,0.989440024,0.992579997,0.995739996,0.999189973,1.001960039,1.006870031,0.99575,0.99766,1.00223,1.00729,1.01169,1.00798,1.00929,1.00829,1.00863
Lithuania,0.99266,0.99094,0.98299,0.97884,0.99118,0.99333,0.99383,0.99581,0.99757,0.99616,0.9842,0.97748,0.9718,0.96683,0.96931,0.97013,0.96882,0.97139,
Luxembourg,1.03481,1.03093,1.02813,1.02568,1.02372,1.02759,1.02146,1.01653,1.01804,,1.02115,1.02649,1.02053,1.01679,1.01379,1.02045,1.0161,1.00946,
Latvia,1.01221,1.00261,0.99259,0.98484,0.98616,0.99025,0.99456,0.99994,0.99647,0.99161,0.98412,0.97748,0.98103,0.98044,0.98579,0.99024,0.99312,0.9961,
"Macao SAR, China",0.99719,1.00265,0.97707,0.95989,0.93724,0.93173,0.94196,0.94597,0.95905,0.97369,0.97276,0.97071,0.97752,0.98,0.98144,0.98461,0.99112,0.99508,0.99532
St. Martin (French part),,,,,,,,,,,,,,,,,,,
Morocco,0.83179,0.85435,0.86811,0.87981,0.88387,0.88653,0.88982,0.89508,0.89829,0.90505,0.9124,0.91374,0.91295,,,,,0.93019,0.94147
Monaco,,,,,,,,,,,,,,,,,,,
Moldova,1.00997,1.01479,1.01672,1.02133,1.02957,1.0245,1.02707,1.01683,1.01387,1.01138,1.01461,1.01149,1.01033,1.0085,1.00653,1.00121,0.99762,0.99457,0.99388
Madagascar,,,,,,0.95652,0.95864,0.96357,0.96397,0.96801,,0.97112,0.97605,,0.98986,0.99374,0.99674,,1.00938
Maldives,1.01129,1.01124,1.02733,1.01913,1.02631,,,,,,,,,,,,,,
Middle East & North Africa,0.898249984,0.906189978,0.912530005,0.919269979,0.92513001,0.93028003,0.934369981,0.942300022,0.939989984,0.938970029,0.93935,0.93718,0.9423,0.94591,0.94906,0.95259,0.95459,0.95568,0.95821
Mexico,0.98946,0.9962,1.00138,1.00969,1.00507,1.00455,1.00862,1.01374,1.01976,1.0246,1.02506,1.02425,1.02397,1.0208,1.02283,1.02983,1.03638,1.03918,
Marshall Islands,,,0.97993,1.04791,0.99307,1.15487,1.00383,0.99232,1.03196,1.00926,,,,,,1.01565,1.02567,,
Middle income,0.920960009,0.925270021,0.929340005,0.95134002,0.953660011,0.957629979,0.961969972,0.966949999,0.975340009,0.98338002,0.98149,0.98395,0.98827,1.00656,1.00925,1.00858,1.01624,1.01358,1.01287
North Macedonia,0.97304,0.97532,0.98051,0.97719,0.97413,0.9723,,0.9662,0.963,0.96688,0.97647,,0.98274,0.97928,0.97797,0.99062,,,
Mali,0.70377,,,0.7123,0.73416,0.74574,0.75883,0.7783,0.78251,0.79075,0.80729,0.81824,,,0.83934,0.86426,0.83802,0.86822,0.8764
Malta,0.99082,0.97344,0.98645,0.99065,0.96271,0.96777,0.98874,0.97319,0.97916,,0.93522,1.00489,1.01256,1.01801,1.02657,1.04008,1.03104,,
Myanmar,0.99308,0.96121,0.9647,0.96781,0.96649,0.98666,0.9823,,,0.99125,1.0077,,,,0.98841,,1.01694,1.00478,
Middle East & North Africa (excluding high income),0.894999981,0.902059972,0.908460021,0.915009975,0.920029998,0.924099982,0.928870022,0.937849998,0.935660005,0.935720026,0.93674,0.93564,0.94013,0.94564,0.95254,0.95484,0.95858,0.95844,0.96098
Montenegro,,,,1.01356,1.01692,1.02656,1.02319,1.0197,1.10406,1.01724,1.02055,1.02066,1.02684,,,1.01127,1.00465,1.00782,
Mongolia,1.11674,1.11355,1.10488,1.08103,1.064,1.06137,1.05494,,,1.03254,1.02403,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,
Mozambique,0.73908,0.75538,0.7736,,0.81236,0.82217,0.83787,0.84432,0.85426,0.87064,0.87693,0.88809,0.89395,0.89897,0.90495,0.90603,,0.91769,
Mauritania,0.92761,0.92451,0.94521,0.96603,0.9813,1.00335,0.9908,,1.01476,1.00959,1.01052,1.01252,1.00435,1.02193,1.02126,1.02072,1.03877,1.05055,1.0468
Mauritius,0.98093,0.98546,0.99862,0.99496,0.98954,0.98692,1.01417,1.01476,1.0149,1.02297,1.02582,1.02767,1.02836,1.02303,1.01928,1.03202,1.03423,1.04808,1.04406
Malawi,0.90854,0.91339,0.91362,,0.96536,0.96577,0.97779,0.97618,0.97248,0.97913,0.9917,0.996,0.9919,0.99092,0.99294,0.99672,0.99742,1.01105,1.00112
Malaysia,1.03748,1.03576,1.04011,1.0548,1.05433,1.04352,1.03987,1.0383,1.04065,1.03935,1.03811,1.04246,1.02718,1.03311,1.04204,1.04467,1.03882,1.03454,
North America,1.000409961,1.00711,1.001070023,1.001729965,1.005859971,1.002079964,1.000180006,1.001530051,0.998640001,1.00782001,0.99979,1.00325,0.99566,0.9979,1.00457,1.00531,0.99728,0.99466,0.9958
Namibia,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,
Niger,0.64684,0.65445,0.65679,0.66811,0.67289,0.68879,0.69667,0.71127,0.74458,0.75923,0.78936,0.79448,0.81021,0.81452,0.82613,0.82479,0.83138,0.83832,
Nigeria,0.81514,0.82727,0.81157,,0.82804,0.83964,0.84907,0.85558,0.87303,0.88796,0.89722,0.90817,0.9544,0.95258,0.95682,,0.93032,,
Nicaragua,1.06801,1.067,1.05313,,1.04005,1.03826,1.0379,1.04187,1.0422,,1.03516,,,,,,,,
Netherlands,0.96791,0.97342,0.97552,0.98123,0.97964,0.97888,0.98039,0.98107,0.98317,0.98642,0.99125,0.99332,0.99076,,,1.0088,1.0097,1.00799,
Norway,1.01295,1.0114,1.01104,1.00979,1.01471,1.00623,1.00148,0.9944,0.99041,0.98984,0.99305,0.99462,0.99437,0.98345,0.98223,0.98549,0.98537,0.97756,
Nepal,0.74062,0.77268,0.78804,0.81287,,0.86773,0.91069,0.94644,0.97097,0.98486,1.02896,1.03849,1.05223,1.0522,1.05302,1.05463,1.05691,1.04678,
Nauru,1.16318,0.955,0.93259,0.92364,0.94846,0.95683,0.95447,0.98579,1.02111,,,,0.97721,,0.93766,,0.97432,,
New Zealand,1.03322,,1.05998,1.05522,1.02987,1.02974,1.0231,1.01343,1.02653,1.01783,1.02847,1.03596,1.03803,1.04204,1.03816,1.0359,1.0378,1.03759,
OECD members,0.987990022,0.990320027,0.988139987,0.989719987,0.992649972,0.993449986,0.99326998,0.994700015,0.995840013,0.998960018,0.99651,0.99724,0.99604,0.99949,1.00168,1.00236,1.00132,0.99852,0.99927
Oman,0.97855,0.98098,0.96804,0.96033,,0.97619,0.99357,0.99073,0.98145,0.95284,,0.98563,0.9974,1.04115,,1.01645,0.98555,0.9992,0.99092
Other small states,0.958779991,0.959829986,0.95776999,0.961189985,0.959200025,0.961749971,0.970070004,0.974560022,0.981890023,0.984350026,0.98332,0.9806,0.99195,0.99636,0.99679,0.99564,0.99554,0.99974,1.00068
Pakistan,,,,,,,0.78394,0.80499,0.81103,0.83018,0.82162,0.81727,0.81743,0.8145,0.82981,0.8325,0.83951,0.84596,0.84828
Panama,1.00348,1.00604,1.00332,,1.00559,1.00334,1.00816,1.00456,1.00505,1.00644,1.00068,1.00975,,1.00919,1.01641,1.00833,1.00378,1.0117,
Peru,0.98194,0.98196,0.98036,0.98294,0.99688,0.99646,1.00621,1.01252,1.0187,1.01281,1.01339,1.00292,0.98652,0.9921,0.99489,0.9987,0.98205,0.96765,0.95811
Philippines,,1.03031,1.02638,1.02482,1.02566,1.03019,1.02784,1.02347,1.02132,1.0178,,,,,1.01531,1.00728,1.00882,1.01849,
Palau,0.95404,,,,0.991,,,,,,,,,0.99464,0.98585,,,,
Papua New Guinea,,,,,,,,,,,,,0.85103,,,,0.8576,,
Poland,0.98562,0.98365,0.98073,0.97573,1.00457,0.99419,0.99023,0.99136,0.99323,0.99383,0.99321,0.99471,0.99529,0.9806,0.97989,,,0.98368,
Pre-demographic dividend,0.803330004,0.807290018,0.804350019,0.817879975,0.810350001,0.827160001,0.834249973,0.838680029,0.847869992,0.856329978,0.8633,0.86538,0.88122,0.88955,0.89381,0.9037,0.9027,0.90571,0.90737
Puerto Rico,,,,,,,,,,1.03162,1.04508,1.03898,1.06451,1.04548,1.04235,1.04143,1.04041,,
"Korea, Dem. People¡¯s Rep.",,,,,,,,,,,,,,,,1.00774,,,
Portugal,1.01087,1.0196,1.00531,1.01748,1.01955,1.01919,1.01329,1.00505,0.9977,1.00303,0.99839,0.99468,0.98526,0.97593,0.96825,0.96691,0.96993,0.97443,
Paraguay,0.99311,0.99102,0.98908,0.99032,0.99426,0.99832,1.00146,1.00172,1.00466,1.00654,1.00479,1.00831,1.01601,,,,,,
West Bank and Gaza,1.0251,1.0388,1.03264,1.03024,1.02821,1.02752,1.03858,1.04089,1.04363,1.04209,1.04223,1.05875,1.05104,1.0599,1.0562,1.05897,1.06088,1.05643,1.06176
Pacific island small states,1.008810043,1.004259944,1.006039977,1.002200007,0.999000013,1.005329967,1.004279971,0.99673003,1.002300024,1.01027,1.00855,1.00913,1.01697,1.01746,,,,,
Post-demographic dividend,1.003819942,1.006199956,1.003229976,1.003530025,1.003200054,0.999419987,0.999679983,0.999909997,0.997959971,0.999490023,0.99576,0.99672,0.9939,0.99841,1.00063,1.00042,0.99762,0.99562,0.99619
French Polynesia,,,,,,,,,,,,,,,,,,,
Qatar,1.03358,1.06112,0.99614,0.94435,0.9045,0.9407,1.03513,,,,0.99655,,,,,,,,
Romania,1.01131,1.01004,1.01095,1.01097,1.0091,1.0085,1.00404,0.99711,0.9924,0.9937,0.98894,0.98565,0.98715,,,0.99453,0.99367,,
Russia,,,,0.99921,,0.993,0.99117,0.98819,0.98547,0.99126,,0.99193,0.99098,0.99185,0.98867,0.98881,0.99186,0.98316,
Rwanda,0.93998,0.96379,0.97687,0.98013,0.99794,1.00641,1.02309,1.00549,1.00503,1.00713,1.01434,1.02654,1.02889,1.03242,1.03743,1.02611,1.0154,1.01506,1.01159
South Asia,0.806500018,0.815800011,0.833779991,0.903199971,0.897140026,0.911329985,0.918889999,0.930069983,0.950489998,0.969120026,0.97082,0.98057,0.9843,1.03301,1.03264,1.03342,1.05172,1.04586,1.04319
Saudi Arabia,,,,,,0.96443,,,,0.93121,,,,0.89874,0.87101,,,,
Sudan,,0.83605,0.87573,0.87418,0.87559,0.89197,0.88898,0.85974,0.87659,0.88352,0.88764,0.89308,0.89571,0.9106,0.91829,0.93485,0.94627,0.96226,
Senegal,0.82073,0.83839,0.85155,,0.89563,0.91056,0.92736,,0.95656,,0.99737,1.05032,1.0501,1.06085,1.07162,,,1.13302,1.12046
Singapore,,,,,,,,,,,,,,,,,0.99597,0.99495,
Solomon Islands,0.88988,,0.90083,,,0.91695,0.92115,0.9203,,,0.94221,0.95814,0.97344,,,,,,
Sierra Leone,,0.71455,,,,,,,,,,0.90074,0.95709,0.96942,,0.97907,0.98866,1.00591,
El Salvador,0.95002,0.95804,0.95122,0.96676,0.97036,0.97261,0.97702,1.00117,0.97592,0.97274,0.9662,0.96291,0.96347,0.97047,0.97707,0.97833,0.97582,0.97602,
San Marino,1.05288,,,,,,,,1.03886,1.02819,1.06913,1.00846,0.98559,,,,,,1.01905
Somalia,,,,,,,,0.5371,,,,,,,,,,,
Serbia,1.01077,1.0112,1.01645,1.02382,1.021,1.02161,1.02439,1.01898,1.01752,1.01433,1.01182,1.01679,1.01915,1.01842,1.01616,1.00882,1.0081,1.00548,1.00656
Sub-Saharan Africa (excluding high income),0.839380026,0.84355998,0.838429987,0.845669985,0.850660026,0.859269977,0.867690027,0.872579992,0.881860018,0.890349984,0.89678,0.89709,0.91199,0.92014,0.92522,0.93086,0.93285,0.9354,0.93666
South Sudan,,,,,,,,,,,,0.64714,,,,0.68539,,,
Sub-Saharan Africa,0.839410007,0.843580008,0.838450015,0.845690012,0.850679994,0.859290004,0.867709994,0.872590005,0.881869972,0.890370011,0.8968,0.89711,0.912,0.92014,0.92522,0.93087,0.93285,0.93541,0.93667
Small states,0.973930001,0.973640025,0.974179983,0.97566998,0.973590016,0.976329982,0.982620001,0.985230029,0.990670025,0.991190016,0.99239,0.99071,1.00005,1.00187,1.00213,1.00308,1.00021,1.00367,1.00303
Sao Tome and Principe,,,,0.99061,0.97623,0.98062,,1.00575,0.99372,1.02791,0.99963,1.01202,1.01585,1.01866,1.01152,1.01635,1.02456,1.04055,
Suriname,,1.07254,1.13984,,,1.11772,1.13183,1.12827,1.11532,1.09172,1.1054,1.13293,1.13278,1.14541,1.15494,1.13404,,,
Slovak Republic,1.00838,1.00672,1.00547,1.00175,1.00602,1.0038,1.00375,1.00459,1.00574,1.0075,1.00572,1.00298,1.00114,1.00738,1.00483,1.00452,1.00346,1.00609,
Slovenia,1.03024,1.01182,0.99878,0.99207,0.99664,0.99319,0.99622,0.99385,0.99619,0.99907,0.99579,0.99661,1.00162,1.00582,1.00568,1.00969,1.01759,1.01459,
Sweden,1.15219,1.14744,1.12452,1.10785,1.0136,0.99616,0.99632,0.99474,0.99409,0.99341,0.99192,0.99264,0.99234,1.09826,1.0963,1.09108,1.07134,1.03991,
Eswatini,0.95922,0.95899,0.93863,0.94455,0.92333,0.92949,0.91948,0.88712,,0.90968,0.91243,0.89645,0.91375,0.9225,0.93162,0.93545,0.94169,,
Sint Maarten (Dutch part),,,,,,,,,,,,,1.01798,,0.97911,,,,
Seychelles,1.05795,1.03952,1.03347,1.02968,1.04513,1.02475,1.03299,1.05988,1.07795,1.06876,1.04991,1.05626,1.02156,1.05604,1.03241,1.04928,1.06589,1.08063,1.06238
Syrian Arab Republic,0.92302,0.92545,0.93128,0.94695,0.95506,0.96413,0.97222,0.98268,0.98696,0.9887,0.98561,0.98429,0.98358,0.98231,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,
Chad,0.56186,0.58063,0.59446,0.60137,0.59932,0.61297,0.61624,0.64443,0.63854,0.63833,0.65927,0.6783,0.69263,0.69535,0.6941,0.69872,0.69908,,
East Asia & Pacific (IDA & IBRD countries),0.963810027,0.967679977,0.968710005,0.970939994,0.978320003,0.982110023,0.986800015,0.988590002,0.992720008,0.99642998,0.99329,0.99625,0.99792,0.99882,1.00236,1.00152,1.00486,1.00582,1.00706
Europe & Central Asia (IDA & IBRD countries),0.968410015,0.963919997,0.962459981,0.959299982,0.965499997,0.966600001,0.970399976,0.971989989,0.975880027,0.981469989,0.98079,0.98031,0.98463,0.98638,0.98773,0.98858,0.98955,0.98331,0.98342
Togo,0.69135,0.70089,0.71415,0.7219,0.73548,0.74424,0.75646,0.75524,,,,,,,,,,0.87474,
Thailand,,0.97655,0.98509,,1.01289,1.00289,1.01591,1.02389,1.02393,1.02934,1.0268,1.02876,1.02716,1.03693,1.03778,0.95383,0.99988,0.97841,
Tajikistan,0.88826,0.87125,0.8763,0.88102,0.88671,0.88672,0.88252,0.89216,0.91157,0.92076,0.91234,0.91611,0.93028,0.9317,,,,,
Turkmenistan,,,,,,,,,,,,,,,0.96661,,,,
Latin America & the Caribbean (IDA & IBRD countries),1.011139989,1.00909996,1.009029984,1.018139958,1.016880035,1.016080022,1.017750025,1.025869966,1.026460052,1.027830005,1.02145,1.02074,1.02072,1.01908,1.02072,1.01668,1.01686,1.01231,1.01029
Timor-Leste,,,,,0.92504,0.92757,,,0.94554,0.94592,0.95943,0.96464,0.96872,0.98002,1.0022,1.00228,1.00267,1.00522,1.0129
Middle East & North Africa (IDA & IBRD countries),0.89339,0.900319993,0.906819999,0.913420022,0.918489993,0.922609985,0.927240014,0.936280012,0.934010029,0.934069991,0.93511,0.93378,0.93845,0.9439,0.95093,0.95322,0.95699,0.95689,0.9594
Tonga,1.02179,1.02035,1.02063,,,,0.98076,0.84415,0.99148,1.11408,1.02021,0.97432,1.00852,1.00861,1.02934,1.01038,,,
South Asia (IDA & IBRD),0.806500018,0.815800011,0.833779991,0.903199971,0.897140026,0.911329985,0.918889999,0.930069983,0.950489998,0.969120026,0.97082,0.98057,0.9843,1.03301,1.03264,1.03342,1.05172,1.04586,1.04319
Sub-Saharan Africa (IDA & IBRD countries),0.839410007,0.843580008,0.838450015,0.845690012,0.850679994,0.859290004,0.867709994,0.872590005,0.881869972,0.890370011,0.8968,0.89711,0.912,0.92014,0.92522,0.93087,0.93285,0.93541,0.93667
Trinidad and Tobago,,,,,1.01081,,,,,,,,,,,,,,
Tunisia,0.99523,1.00094,1.00113,1.0223,,1.04345,1.04713,,1.04604,1.04849,1.04806,1.03832,,,,,1.0678,,
Turkey,0.81856,0.81898,0.81989,0.82221,0.85345,0.8898,0.89778,0.90727,0.92684,0.94405,0.94782,0.94989,0.96473,0.97689,0.98054,0.98028,0.98184,0.96405,
Tuvalu,,1.03061,,,,,,,,,,,,,1.05311,1.06901,1.03703,,1.01437
Tanzania,,,,,,,,,,,0.97893,,,,1.03181,1.04113,1.03751,1.03073,1.0279
Uganda,,,,,0.95277,,,0.96106,,,,,,,,,,,
Ukraine,1.00796,0.99604,1.00529,1.00028,0.99163,0.9483,0.98939,0.99738,0.98842,0.98631,0.9856,0.98496,0.99164,0.98769,0.99587,,,,
Upper middle income,0.974699974,0.977079988,0.978309989,0.981570005,0.987510026,0.991699994,0.994780004,0.99891001,1.000810027,1.004430056,0.99569,0.99715,0.99969,1.0055,1.00991,1.00561,1.00874,1.00661,1.00657
Uruguay,1.0508,1.04951,1.04492,1.05576,1.05549,1.05426,1.0562,0.9788,1.03869,1.03799,1.06274,,,,,,,,
United States,0.99935,1.00731,1.00125,1.00255,1.00766,1.00387,1.00163,1.00309,0.99985,1.00979,1.0008,1.00434,0.9949,0.9971,1.00423,1.00508,0.99626,0.99363,
Uzbekistan,0.98293,,,0.98128,0.97491,0.97979,0.98402,0.99032,0.99442,0.99926,0.9951,0.98879,0.98955,0.98811,0.98717,0.9872,0.98677,0.9865,
St. Vincent and the Grenadines,1.06276,1.02234,1.00928,1.00863,0.99883,1.01356,,1.02356,1.00983,0.99478,0.9919,0.97708,0.98576,0.97426,0.99271,0.99734,1.00498,0.99142,1.00522
"Venezuela, RB",1.04688,1.04188,1.03904,1.03675,1.03452,1.03371,1.03102,1.02628,1.02227,1.01912,1.01933,1.02064,1.0244,1.0293,1.0215,1.0183,1.01838,1.01936,
British Virgin Islands,1.02807,1.02454,0.97789,0.99658,0.98019,1.01785,1.00905,1.03408,,1.01543,,0.97239,0.98586,0.99884,1.0079,0.98788,1.00269,1.01445,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,
Vanuatu,1.00727,0.96612,0.97801,0.95165,0.94795,,,,,,0.98422,,,,,0.98793,,,
World,0.921239972,0.924969971,0.92742002,0.944739997,0.945850015,0.95043999,0.954230011,0.958469987,0.965200007,0.97220999,0.97113,0.97362,0.97705,0.99176,0.99382,0.99435,0.99992,0.99767,0.99711
Samoa,1.06876,1.06654,1.05681,1.06092,1.06067,1.05839,1.06591,1.07103,,1.05159,1.0548,1.06421,1.04941,,1.05727,1.04809,1.05147,,
Kosovo,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,0.54675,,0.60033,0.62137,0.65186,,,0.72221,,0.74921,0.75347,0.76795,0.78789,,,0.82074,,
South Africa,1.01217,1.01854,1.0133,1.00903,1.00831,1.0067,1.00494,1.00362,1.00007,1.00114,1.00054,0.99808,0.9982,,1.01611,0.95531,1.01781,1.01267,
Zambia,,,,,,,,,,,,,,,,,,,
Zimbabwe,0.94562,0.94385,0.94233,0.94786,,,,,,,,,0.96703,0.97012,,,,,
